original,parsed_name,recipe_name,recipe_idx
150 g Karotten,Karotten,Gemüse-Consommé mit Gnocchi,64
150 g Kürbis,Kürbis,Gemüse-Consommé mit Gnocchi,64
400 g Gnocchi,Gnocchi,Gemüse-Consommé mit Gnocchi,64
70 g Karotten,Karotten,Vegetarische Carbonara,65
"300 g Pasta getrocknet, Sorte Linguine","Pasta getrocknet, Sorte Linguine",Vegetarische Carbonara,65
80 g griechisches Joghurt,griechisches Joghurt,Vegetarische Carbonara,65
2 Eigelbe,Eigelbe,Vegetarische Carbonara,65
"1 rote Chilischote, frisch",rote Chilischote,Süßkartoffel-Taler mit Guacamole,66
1000 g Süßkartoffeln,Süßkartoffeln,Süßkartoffel-Taler mit Guacamole,66
"1 rote Chilischote, frisch",rote Chilischote,Süßkartoffel-Taler mit Guacamole,66
150 g Feta,Feta,Süßkartoffel-Taler mit Guacamole,66
2 EL Sesam,Sesam,Süßkartoffel-Taler mit Guacamole,66
"300 g Garnelen, roh, mittelgroß, geschält","Garnelen, mittelgroß, geschält",Salat mit gebratenen Garnelen,67
150 g rote Paprika,rote Paprika,Salat mit gebratenen Garnelen,67
100 g Salatgurke,Salatgurke,Salat mit gebratenen Garnelen,67
15 g Essig,Essig,Salat mit gebratenen Garnelen,67
80 g Crème légère,Crème légère,Salat mit gebratenen Garnelen,67
"2 TL gemischte Kräuter, TK",gemischte Kräuter,Salat mit gebratenen Garnelen,67
½ TL Senf,Senf,Salat mit gebratenen Garnelen,67
300 g Eisbergsalat,Eisbergsalat,Salat mit gebratenen Garnelen,67
500 g Linguine,Linguine,Linguine mit Pesto Primavera,68
"80 g Babyspinat, frisch",Babyspinat,Linguine mit Pesto Primavera,68
15 g Kerbel,Kerbel,Linguine mit Pesto Primavera,68
60 g Mandeln,Mandeln,Linguine mit Pesto Primavera,68
600 g Möhren,Möhren,Möhren-Kartoffel-Untereinander mit Brühwurst,69
600 g Kartoffeln,Kartoffeln,Möhren-Kartoffel-Untereinander mit Brühwurst,69
2 Stängel Liebstöckel,Liebstöckel,Möhren-Kartoffel-Untereinander mit Brühwurst,69
"1 EL Majoran, getrocknet",Majoran,Möhren-Kartoffel-Untereinander mit Brühwurst,69
400 g Brühwürstchen,Brühwürstchen,Möhren-Kartoffel-Untereinander mit Brühwurst,69
"20 g Ingwer, frisch",Ingwer,Kerala Fisch Curry,70
2 grüne Chilischoten,rüne Chilischoten,Kerala Fisch Curry,70
2 Kardamomkapseln,Kardamomkapseln,Kerala Fisch Curry,70
4 Nelken,Nelken,Kerala Fisch Curry,70
1 Zimtstange,Zimtstange,Kerala Fisch Curry,70
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Kerala Fisch Curry,70
1 TL Weissmehl,Weissmehl,Kerala Fisch Curry,70
600 g Pangasiusfilets,Pangasiusfilets,Kerala Fisch Curry,70
160 g Kokosnusscreme,Kokosnusscreme,Kerala Fisch Curry,70
70 g Haselnüsse,Haselnüsse,Nussfisch,71
70 g Semmelwürfel,Semmelwürfel,Nussfisch,71
2 Eier (Größe M),Eier,Nussfisch,71
400 - 500 g frische Fischfilets,- 500 g frische Fischfilets,Nussfisch,71
1 - 2 EL Maisstärke,- 2 EL Maisstärke,Nussfisch,71
"4 Stücke Thunfisch, frisch",e Thunfisch,Thunfischsteak mit Pfeffersauce zu Caesar Salad,72
500 g weiße Grundsauce,weiße Grundsauce,Thunfischsteak mit Pfeffersauce zu Caesar Salad,72
1 - 2 EL Bratensaucen-Paste,- 2 EL Bratensaucen-Paste,Thunfischsteak mit Pfeffersauce zu Caesar Salad,72
650 g Salatgurken,Salatgurken,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
10 g Koriander,Koriander,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
"½ rote Chilischote, frisch",rote Chilischote,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
"10 g Ingwer, frisch",Ingwer,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
70 g schwarzer Sesam,schwarzer Sesam,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
40 g Sesam,Sesam,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
"600 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
40 g Wasabipaste,Wasabipaste,Lachs mit Wasabi-Sesamkruste und Gurkensalat,73
"10 g Ingwer, frisch",Ingwer,Japanische Udon-Nudeln mit Hackfleisch,74
1 EL Reisessig,Reisessig,Japanische Udon-Nudeln mit Hackfleisch,74
150 g rote Paprika,rote Paprika,Japanische Udon-Nudeln mit Hackfleisch,74
200 g Pak Choi,Pak Choi,Japanische Udon-Nudeln mit Hackfleisch,74
20 g Austernsauce,Austernsauce,Japanische Udon-Nudeln mit Hackfleisch,74
400 - 460 g Udon-Nudeln,- 460 g Udon-Nudeln,Japanische Udon-Nudeln mit Hackfleisch,74
"20 g Sesam, geröstet","Sesam, geröstet",Japanische Udon-Nudeln mit Hackfleisch,74
40 g Essiggurkerl,Essiggurkerl,Leberkäse-Hotdogs,75
"2 Eier, hartgekocht","Eier, hartgekocht",Leberkäse-Hotdogs,75
"½ Bund Schnittlauch, frisch",Schnittlauch,Leberkäse-Hotdogs,75
100 g Joghurt,Joghurt,Leberkäse-Hotdogs,75
60 g Mayonnaise,Mayonnaise,Leberkäse-Hotdogs,75
"1 TL Senf, scharf","Senf, scharf",Leberkäse-Hotdogs,75
2 - 4 Blätter Eisbergsalat,- 4 Blätter Eisbergsalat,Leberkäse-Hotdogs,75
4 Laugenstangen,augenstangen,Leberkäse-Hotdogs,75
"4 TL Senf, süß","Senf, süß",Leberkäse-Hotdogs,75
300 g Leberkäse,Leberkäse,Leberkäse-Hotdogs,75
180 g Schmelzkäsescheiben,Schmelzkäsescheiben,Gedämpfter Brokkoli mit Cheddar Chili Cheese Sauce,76
1 Brokkoli,Brokkoli,Gedämpfter Brokkoli mit Cheddar Chili Cheese Sauce,76
1 Bio-Zitrone,Bio-Zitrone,Gedämpfter Brokkoli mit Cheddar Chili Cheese Sauce,76
"40 g Dinkel, ungemahlen","Dinkel, ungemahlen",Basilikumsuppe,77
"1 Würfel Gemüsebouillonwürfel (für je 0,5 l)",Würfel Gemüsebouillonwürfel,Basilikumsuppe,77
"1 Prise Muskatnuss, gemahlen","Muskatnuss, gemahlen",Basilikumsuppe,77
100 g Rahm,Rahm,Basilikumsuppe,77
250 g Karotten,Karotten,Hirsepfanne mit gebratenem Gemüse und Cashews,78
250 g Fenchel,Fenchel,Hirsepfanne mit gebratenem Gemüse und Cashews,78
150 g Hirse,Hirse,Hirsepfanne mit gebratenem Gemüse und Cashews,78
2 - 4 EL Cashewkerne,- 4 EL Cashewkerne,Hirsepfanne mit gebratenem Gemüse und Cashews,78
2 TL Ras el Hanout,Ras el Hanout,Hirsepfanne mit gebratenem Gemüse und Cashews,78
"½ TL Kurkuma, gemahlen","Kurkuma, gemahlen",Hirsepfanne mit gebratenem Gemüse und Cashews,78
"20 g Ingwer, frisch",Ingwer,Kerala Fisch Curry,79
"2 grüne Chilischoten, frisch",rüne Chilischoten,Kerala Fisch Curry,79
2 Kardamomkapseln,Kardamomkapseln,Kerala Fisch Curry,79
4 Nelken,Nelken,Kerala Fisch Curry,79
1 Zimtstange,Zimtstange,Kerala Fisch Curry,79
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Kerala Fisch Curry,79
1 TL Mehl,Mehl,Kerala Fisch Curry,79
600 g Pangasiusfilet,Pangasiusfilet,Kerala Fisch Curry,79
160 g Kokoscreme,Kokoscreme,Kerala Fisch Curry,79
"10 g Ingwer, frisch",Ingwer,Garnelen mit Frühlingszwiebeln (油爆虾),80
"400 g Garnelen, roh, mittelgroß, geschält","Garnelen, mittelgroß, geschält",Garnelen mit Frühlingszwiebeln (油爆虾),80
10 g Reiswein,Reiswein,Garnelen mit Frühlingszwiebeln (油爆虾),80
1 cm frischer Ingwer,cm frischer Ingwer,Risottata Asiatische Nudeln mit Gemüse,81
"1 rote Chili, frisch",rote Chili,Risottata Asiatische Nudeln mit Gemüse,81
100 g Fenchel,Fenchel,Risottata Asiatische Nudeln mit Gemüse,81
120 g Lauch,Lauch,Risottata Asiatische Nudeln mit Gemüse,81
250 g Karotte,Karotte,Risottata Asiatische Nudeln mit Gemüse,81
"250 g Reisnudeln, alle Sorten","Reisnudeln, alle Sorten",Risottata Asiatische Nudeln mit Gemüse,81
90 g süsse Chilisauce,süsse Chilisauce,Risottata Asiatische Nudeln mit Gemüse,81
150 g Grünkohl,Grünkohl,Risottata Asiatische Nudeln mit Gemüse,81
"150 g Schinkenspeck, gewürfelt","Schinkenspeck, gewürfelt",Pilztopf mit Sonnenweizen,82
250 g Weizenkörner,Weizenkörner,Pilztopf mit Sonnenweizen,82
400 g Champignons,Champignons,Pilztopf mit Sonnenweizen,82
"200 g Tofu, fest","Tofu, fest",Vegane Asia-Bowl,83
2 geh. TL Erythrit,eh. TL Erythrit,Vegane Asia-Bowl,83
¼ TL Wasabipaste,Wasabipaste,Vegane Asia-Bowl,83
150 g Möhren,Möhren,Vegane Asia-Bowl,83
"200 g Edamame, gepalt, TK","Edamame, gepalt",Vegane Asia-Bowl,83
1 ½ EL Sesam,Sesam,Vegane Asia-Bowl,83
200 g Salatgurke,Salatgurke,Vegane Asia-Bowl,83
½ frische Chilischote,frische Chilischote,Paprika-Bowl mit Hähnchen,84
350 g rote Paprika,rote Paprika,Paprika-Bowl mit Hähnchen,84
200 g Champignons,Champignons,Paprika-Bowl mit Hähnchen,84
 Paprika edelsüß,Paprika edelsüß,Paprika-Bowl mit Hähnchen,84
"½ TL Oregano, getrocknet",Oregano,Paprika-Bowl mit Hähnchen,84
150 g Karotten,Karotten,Linsen mit Mangold und Speck,85
200 g Speckwürfel,Speckwürfel,Linsen mit Mangold und Speck,85
3 Scheiben Schwarzbrot,Scheiben Schwarzbrot,Linsen mit Mangold und Speck,85
"½ TL Kümmel, ganz","Kümmel, ganz",Linsen mit Mangold und Speck,85
"500 g Linsen, aus der Dose","Linsen, aus der Dose",Linsen mit Mangold und Speck,85
"200 - 300 g Mangoldblätter, frisch",- 300 g Mangoldblätter,Linsen mit Mangold und Speck,85
10 - 15 g Essig,- 15 g Essig,Linsen mit Mangold und Speck,85
"2 Prisen Muskatnuss, gemahlen","n Muskatnuss, gemahlen",Griessklösschen (Suppeneinlage),86
80 g Hartweizengriess,Hartweizengriess,Griessklösschen (Suppeneinlage),86
"1 EL Kerbel, frisch",Kerbel,Griessklösschen (Suppeneinlage),86
1 Ei,Ei,Griessklösschen (Suppeneinlage),86
1 Packung Sauerkraut,Packung Sauerkraut,Sauerkrautpuffer ratzfatz fertig,87
"50 g Weizenmehl, universal","Weizenmehl, universal",Sauerkrautpuffer ratzfatz fertig,87
1 Ei,Ei,Sauerkrautpuffer ratzfatz fertig,87
"1 TL Kümmel, ganz","Kümmel, ganz",Sauerkrautpuffer ratzfatz fertig,87
½ Bund Dill,Dill,Gurken-Dill-Sauce zu Dinkelnudeln,88
300 g Salatgurke,Salatgurke,Gurken-Dill-Sauce zu Dinkelnudeln,88
200 g Schmand,Schmand,Gurken-Dill-Sauce zu Dinkelnudeln,88
500 g Fusilli,Fusilli,Gurken-Dill-Sauce zu Dinkelnudeln,88
3 Prisen Muskat,n Muskat,Gurken-Dill-Sauce zu Dinkelnudeln,88
10 g Speisestärke,Speisestärke,Gurken-Dill-Sauce zu Dinkelnudeln,88
60 g Edamer,Edamer,Käse-Schinken-Omelette mit Feldsalat,89
8 Eier,Eier,Käse-Schinken-Omelette mit Feldsalat,89
50 g Katenschinkenwürfel,Katenschinkenwürfel,Käse-Schinken-Omelette mit Feldsalat,89
3 EL Rotweinessig,Rotweinessig,Käse-Schinken-Omelette mit Feldsalat,89
200 g Feldsalat,Feldsalat,Käse-Schinken-Omelette mit Feldsalat,89
4 hart gekochte Eier,hart gekochte Eier,Salmorejo,90
100 g Serrano-Schinken,Serrano-Schinken,Salmorejo,90
150 g Paniermehl,Paniermehl,Salmorejo,90
30 g Essig,Essig,Salmorejo,90
"75 g rote Linsen, gespalten","rote Linsen, gespalten",Babyfreundliches Kokos Dhal,91
"¼ TL Kurkuma, gemahlen","Kurkuma, gemahlen",Babyfreundliches Kokos Dhal,91
"¼ TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Babyfreundliches Kokos Dhal,91
"¼ TL Ingwer, getrocknet, gemahlen","Ingwer, gemahlen",Babyfreundliches Kokos Dhal,91
"¼ TL Chiliflocken, getrocknet",Chiliflocken,Babyfreundliches Kokos Dhal,91
"35 g Babyspinat, frisch",Babyspinat,Babyfreundliches Kokos Dhal,91
100 g Gurke,Gurke,Gyrostaschen mit Tzatziki,92
250 g Quark,Quark,Gyrostaschen mit Tzatziki,92
"½ TL gemischte Kräuter, getrocknet",gemischte Kräuter,Gyrostaschen mit Tzatziki,92
200 g Gyros-Geschnetzeltes,Gyros-Geschnetzeltes,Gyrostaschen mit Tzatziki,92
½ Fladenbrot,Fladenbrot,Gyrostaschen mit Tzatziki,92
170 - 200 g Lauch,- 200 g Lauch,Miesmuscheln klassisch in Weissweinsud,93
"250 g Weisswein, trocken","Weisswein, trocken",Miesmuscheln klassisch in Weissweinsud,93
"1 Lorbeerblatt, getrocknet",orbeerblatt,Miesmuscheln klassisch in Weissweinsud,93
"2 TL Thymianblätter, frisch",Thymianblätter,Miesmuscheln klassisch in Weissweinsud,93
"800 - 1000 g Miesmuschel, frisch, gesäubert","- 1000 g Miesmuschel, gesäubert",Miesmuscheln klassisch in Weissweinsud,93
 Zitrone,Zitrone,Miesmuscheln klassisch in Weissweinsud,93
 Baguette,Baguette,Miesmuscheln klassisch in Weissweinsud,93
2 Stängel Dill,Dill,Surf-&-Turf-Hot-Dog,94
25 g Mayonnaise,Mayonnaise,Surf-&-Turf-Hot-Dog,94
4 Brühwürstchen,Brühwürstchen,Surf-&-Turf-Hot-Dog,94
50 g rote Paprika,rote Paprika,Surf-&-Turf-Hot-Dog,94
50 g Salatgurke,Salatgurke,Surf-&-Turf-Hot-Dog,94
15 g Schnittlauch,Schnittlauch,Surf-&-Turf-Hot-Dog,94
"90 g Garnelen, geschält, gegart","Garnelen, geschält, gegart",Surf-&-Turf-Hot-Dog,94
8 Blätter Kopfsalat,Kopfsalat,Surf-&-Turf-Hot-Dog,94
4 Hot-Dog-Brötchen,Hot-Dog-Brötchen,Surf-&-Turf-Hot-Dog,94
5 g Harissa,Harissa,Tabouleh-Bowl,95
100 g Couscous,Couscous,Tabouleh-Bowl,95
¼ TL Curry,Curry,Tabouleh-Bowl,95
5 Stängel Minze,Minze,Tabouleh-Bowl,95
1 Salatgurke,Salatgurke,Tabouleh-Bowl,95
50 g Knollensellerie,Knollensellerie,Pilz-Kartoffel-Suppe,96
50 g Rüebli,Rüebli,Pilz-Kartoffel-Suppe,96
"400 g Kartoffeln, festkochend","Kartoffeln, festkochend",Pilz-Kartoffel-Suppe,96
"20 g Steinpilze, getrocknet",Steinpilze,Pilz-Kartoffel-Suppe,96
"1 TL Majoran, getrocknet",Majoran,Pilz-Kartoffel-Suppe,96
1 geh. TL Gemüsebouillon Paste,eh. TL Gemüsebouillon Paste,Pilz-Kartoffel-Suppe,96
25 g Leinsamen,Leinsamen,Black Bean Pattie,97
150 g Champignons,Champignons,Black Bean Pattie,97
"70 g Haferflocken, zart","Haferflocken, zart",Black Bean Pattie,97
1 TL Misopaste,Misopaste,Black Bean Pattie,97
2 TL Paprika de la Vera,Paprika de la Vera,Black Bean Pattie,97
"3 Zweigchen Majoran, frisch",Zweigchen Majoran,Linguine alla Carbonara mit Zucchetti,98
280 g Linguine,Linguine,Linguine alla Carbonara mit Zucchetti,98
30 g Pecorino Romano,Pecorino Romano,Linguine alla Carbonara mit Zucchetti,98
3 Eigelbe,Eigelbe,Linguine alla Carbonara mit Zucchetti,98
"500 g Trockenteigwaren, Sorte Paccheri","Trockenteigwaren, Sorte Paccheri",Paccheri mit Tomaten-Ricotta-Sauce,99
40 g Möhren,Möhren,Pak Choi mit Shimejipilzen (青菜炒鸿喜菇),100
"150 g Shimejipilze, frisch",Shimejipilze,Pak Choi mit Shimejipilzen (青菜炒鸿喜菇),100
250 g Mini Pak Choi,Mini Pak Choi,Pak Choi mit Shimejipilzen (青菜炒鸿喜菇),100
5 Eier,Eier,Schöberl,101
"320 g Weizenmehl, glatt","Weizenmehl, glatt",Schöberl,101
320 g Risottoreis,Risottoreis,Sobrasada-Risotto (Spanien/Mallorca),102
1 geh. TL Gewürzpaste,eh. TL Gewürzpaste,Sobrasada-Risotto (Spanien/Mallorca),102
100 g Sobrasada,Sobrasada,Sobrasada-Risotto (Spanien/Mallorca),102
"10 g Ingwer, frisch",Ingwer,Miso-Udon-Nudeln,103
1 frische Chilischote,frische Chilischote,Miso-Udon-Nudeln,103
30 g Misopaste,Misopaste,Miso-Udon-Nudeln,103
10 g Sesam,Sesam,Miso-Udon-Nudeln,103
"300 g Schweinefleisch, ohne Knochen","Schweinefleisch, ohne Knochen",Miso-Udon-Nudeln,103
50 g Sojasprossen,Sojasprossen,Miso-Udon-Nudeln,103
100 g rote Paprika,rote Paprika,Miso-Udon-Nudeln,103
400 g Udon-Nudeln,Udon-Nudeln,Miso-Udon-Nudeln,103
200 g Salatgurke,Salatgurke,Veganer Dürüm,104
"1 TL Oregano, getrocknet",Oregano,Veganer Dürüm,104
1 TL Sambal Oelek,Sambal Oelek,Veganer Dürüm,104
400 g vegane Skyr-Alternative (z. B. von Alpro),vegane Skyr-Alternative,Veganer Dürüm,104
150 g vegane Schmand-Alternative (z. B. Creme VEGA von Dr. Oetker),vegane Schmand-Alternative,Veganer Dürüm,104
400 g Räuchertofu,Räuchertofu,Veganer Dürüm,104
2 Prisen Chiliflocken,n Chiliflocken,Veganer Dürüm,104
1 TL Paprika de la Vera,Paprika de la Vera,Veganer Dürüm,104
"½ TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Veganer Dürüm,104
400 g Austernpilze,Austernpilze,Veganer Dürüm,104
200 g Rotkohl,Rotkohl,Veganer Dürüm,104
1 rote Paprika,rote Paprika,Veganer Dürüm,104
"2 TL gemischte Kräuter, TK",gemischte Kräuter,Veganer Dürüm,104
1 TL Senf,Senf,Veganer Dürüm,104
"150 g Mais, aus der Dose","Mais, aus der Dose",Veganer Dürüm,104
200 g Eisbergsalat,Eisbergsalat,Veganer Dürüm,104
50 - 100 g rote Currypaste,- 100 g rote Currypaste,Schnelles Thai-Hähnchen-Curry,105
"400 g Kartoffeln, festkochend","Kartoffeln, festkochend",Schnelles Thai-Hähnchen-Curry,105
100 g Karotten,Karotten,Schnelles Thai-Hähnchen-Curry,105
"600 g Hühnerbrustfilets, ohne Haut","Hühnerbrustfilets, ohne Haut",Schnelles Thai-Hähnchen-Curry,105
"150 g grüne Erbsen, tiefgekühlt",grüne Erbsen,Schnelles Thai-Hähnchen-Curry,105
" Korianderblätter, frisch",Korianderblätter,Schnelles Thai-Hähnchen-Curry,105
60 g Chorizo,Chorizo,Schnelles Bohnen-Chorizo Chilli,106
½ TL Chilipulver,Chilipulver,Schnelles Bohnen-Chorizo Chilli,106
70 - 100 g Langkornreis,- 100 g Langkornreis,Schnelles Bohnen-Chorizo Chilli,106
 Naturjoghurt,Naturjoghurt,Schnelles Bohnen-Chorizo Chilli,106
" Korianderblätter, frisch",Korianderblätter,Schnelles Bohnen-Chorizo Chilli,106
"5 g Ingwer, frisch",Ingwer,Grüne Kokos-Pasta,107
120 g Brokkoliröschen,Brokkoliröschen,Grüne Kokos-Pasta,107
"80 g Blattspinat, TK",Blattspinat,Grüne Kokos-Pasta,107
"100 g Erbsen, TK",Erbsen,Grüne Kokos-Pasta,107
1 TL Thymian,Thymian,Grüne Kokos-Pasta,107
200 g Fusilli,Fusilli,Grüne Kokos-Pasta,107
200 g Graukäse,Graukäse,Graukäsesuppe,108
80 g Mehl,Mehl,Graukäsesuppe,108
200 g Brot,Brot,Graukäsesuppe,108
½ Kresse-Beet,Kresse-Beet,Graukäsesuppe,108
300 g rote Paprika,rote Paprika,Auberginen-Paprika-Pasta,109
"50 g Rotwein, trocken","Rotwein, trocken",Auberginen-Paprika-Pasta,109
320 g Penne Rigate,Penne Rigate,Auberginen-Paprika-Pasta,109
"180 g Thunfisch, frisch",Thunfisch,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
10 g Reisessig,Reisessig,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
10 g Wasabipaste,Wasabipaste,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
35 g japanische Mayonnaise,japanische Mayonnaise,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
70 g Edamame,Edamame,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
"6 Stängel Koriander, frisch",Koriander,Blumenkohl-Couscous-Bowl mit Ponzu-Thunfisch und Wasabi-Mayo,110
"250 - 300 g Paprika, gemischt","- 300 g Paprika, gemischt",Paprika-Gulasch mit Wurst,111
250 g Wurst,Wurst,Paprika-Gulasch mit Wurst,111
"1 - 2 TL Majoran, getrocknet",- 2 TL Majoran,Paprika-Gulasch mit Wurst,111
"1 TL Paprikapulver, edelsüß","Paprikapulver, edelsüß",Paprika-Gulasch mit Wurst,111
1 - 2 EL Essig,- 2 EL Essig,Paprika-Gulasch mit Wurst,111
80 g grüne Paprika,grüne Paprika,Gazpacho,112
100 g Salatgurke,Salatgurke,Gazpacho,112
10 g Rotweinessig,Rotweinessig,Gazpacho,112
20 g frischer Ingwer,frischer Ingwer,Orientalische Maissuppe,113
½ - 1 getrockente rote Chilischote,- 1 getrockente rote Chilischote,Orientalische Maissuppe,113
"1 TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Orientalische Maissuppe,113
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Orientalische Maissuppe,113
"570 g Mais, aus der Dose","Mais, aus der Dose",Orientalische Maissuppe,113
120 g frische Bärlauchblätter,frische Bärlauchblätter,Bärlauchcremesuppe,114
"1 Msp. Muskatnuss, gemahlen","Msp. Muskatnuss, gemahlen",Bärlauchcremesuppe,114
50 g Lauch,Lauch,Gemüse-Suppe mit Gnocchi,115
150 g Karotten,Karotten,Gemüse-Suppe mit Gnocchi,115
150 g Kürbis,Kürbis,Gemüse-Suppe mit Gnocchi,115
2 TL Gemüsebouillon Paste selbst gemacht,Gemüsebouillon Paste selbst gemacht,Gemüse-Suppe mit Gnocchi,115
400 g Gnocchi,Gnocchi,Gemüse-Suppe mit Gnocchi,115
75 g weißer Portwein,weißer Portwein,Getrüffelte Maronensuppe mit geräucherter Ente,116
"75 g Wermut, trocken","Wermut, trocken",Getrüffelte Maronensuppe mit geräucherter Ente,116
"300 g Maronen, gegart, geschält","Maronen, gegart, geschält",Getrüffelte Maronensuppe mit geräucherter Ente,116
500 g Geflügelfond,Geflügelfond,Getrüffelte Maronensuppe mit geräucherter Ente,116
"4 g Trüffel, frisch",Trüffel,Getrüffelte Maronensuppe mit geräucherter Ente,116
"80 g Entenbrust, geräuchert, in Scheiben","Entenbrust, geräuchert, in Scheiben",Getrüffelte Maronensuppe mit geräucherter Ente,116
 Kerbel,Kerbel,Getrüffelte Maronensuppe mit geräucherter Ente,116
 Kartoffelchips,Kartoffelchips,Getrüffelte Maronensuppe mit geräucherter Ente,116
400 g gemischtes Gemüse,gemischtes Gemüse,Kunterbunte Gemüse-Tätschli,117
2 Eier,Eier,Kunterbunte Gemüse-Tätschli,117
50 g Dinkelmehl,Dinkelmehl,Kunterbunte Gemüse-Tätschli,117
50 g Haferflocken,Haferflocken,Kunterbunte Gemüse-Tätschli,117
150 g Karotten,Karotten,Bällchen mit Gemüse-Schatz,118
50 g Haferflocken,Haferflocken,Bällchen mit Gemüse-Schatz,118
1 Ei,Ei,Bällchen mit Gemüse-Schatz,118
10 g Senf,Senf,Bällchen mit Gemüse-Schatz,118
3 EL Mayonnaise,Mayonnaise,Chopped Cheeseburger,119
2 EL Barbecue-Sauce,Barbecue-Sauce,Chopped Cheeseburger,119
3 - 4 Tropfen Tabasco,- 4 Tropfen Tabasco,Chopped Cheeseburger,119
1 geh. TL Senf,eh. TL Senf,Chopped Cheeseburger,119
100 g Cheddar,Cheddar,Chopped Cheeseburger,119
20 g Jalapeño Chili,Jalapeño Chili,Chopped Cheeseburger,119
1 TL Paprika edelsüß,Paprika edelsüß,Chopped Cheeseburger,119
4 Burgerbrötchen,Burgerbrötchen,Chopped Cheeseburger,119
50 g Essig,Essig,Chopped Cheeseburger,119
300 g Provolone,Provolone,Spaghetti alla Nerano,120
450 g Spaghetti,Spaghetti,Spaghetti alla Nerano,120
800 g Gnocchi,Gnocchi,Gnocchi in Tomaten-Mascarpone-Sauce,121
250 g Mascarpone,Mascarpone,Gnocchi in Tomaten-Mascarpone-Sauce,121
40 g Kürbiskerne,Kürbiskerne,Green-Goddess-Power-Salat,122
300 g Romanasalat,Romanasalat,Green-Goddess-Power-Salat,122
300 g Gurke,Gurke,Green-Goddess-Power-Salat,122
"20 g gemischte Kräuter, frisch",gemischte Kräuter,Green-Goddess-Power-Salat,122
75 g griechischer Joghurt (10% Fett),griechischer Joghurt,Green-Goddess-Power-Salat,122
400 g gemischtes Gemüse,gemischtes Gemüse,Kunterbunte Gemüsefladen,123
2 Eier (Größe M),Eier,Kunterbunte Gemüsefladen,123
50 g Dinkelmehl,Dinkelmehl,Kunterbunte Gemüsefladen,123
50 g Haferflocken,Haferflocken,Kunterbunte Gemüsefladen,123
"5 g Ingwer, frisch",Ingwer,Risottata - Asia Style mit Gemüse,124
"1 rote Chilischote, frisch",rote Chilischote,Risottata - Asia Style mit Gemüse,124
100 g Fenchel,Fenchel,Risottata - Asia Style mit Gemüse,124
120 g Lauch,Lauch,Risottata - Asia Style mit Gemüse,124
250 g Karotten,Karotten,Risottata - Asia Style mit Gemüse,124
250 g Reisnudeln,Reisnudeln,Risottata - Asia Style mit Gemüse,124
"90 g Chilisauce, süß","Chilisauce, süß",Risottata - Asia Style mit Gemüse,124
150 g Grünkohl,Grünkohl,Risottata - Asia Style mit Gemüse,124
140 g rote Peperoni,rote Peperoni,Mediterrane Gemüsepfanne,125
"15 g Pilze, getrocknet",Pilze,Mediterrane Gemüsepfanne,125
"3 Prisen Paprikapulver, geräuchert, gemahlen","n Paprikapulver, geräuchert, gemahlen",Mediterrane Gemüsepfanne,125
150 g Speckwürfel,Speckwürfel,Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
100 g frische Pilze,frische Pilze,Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
200 g Rahm (aus Kuhmilch hergestellt),Rahm,Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
"1 Gemüsebrühwürfel (für 0,5 l)",emüsebrühwürfel,Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
"1 TL Oregano, getrocknet",Oregano,Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
"1 Prise Chilischote, rot, getrocknet","Chilischote, rot",Risottata Mafaldine mit cremiger Pilz-Tomatensauce,126
